id,team_api_id,team_fifa_api_id,team_long_name,team_short_name,logourl,logourl1,logourl2
1042,6351,2013.0,KAS Eupen,EUP,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/BE1/KAS%20Eupen.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/BE1/KAS%20Eupen.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/BE1/KAS%20Eupen.png
1513,1773,100087.0,Oud-Heverlee Leuven,O-H,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/BE1/Oud-Heverlee%20Leuven.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/BE1/Oud-Heverlee%20Leuven.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/BE1/Oud-Heverlee%20Leuven.png
2004,8475,110913.0,Waasland-Beveren,WAA,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/BE1/Waasland-Beveren.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/BE1/Waasland-Beveren.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/BE1/Waasland-Beveren.png
2476,8573,682.0,KV Oostende,OOS,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/BE1/KV%20Oostende.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/BE1/KV%20Oostende.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/BE1/KV%20Oostende.png
2510,274581,111560.0,Royal Excel Mouscron,MOP,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/BE1/Royal%20Excel%20Mouscron.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/BE1/Royal%20Excel%20Mouscron.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/BE1/Royal%20Excel%20Mouscron.png
3457,10260,11.0,Manchester United,MUN,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Manchester%20United.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Manchester%20United.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Manchester%20United.png
3458,10261,13.0,Newcastle United,NEW,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Newcastle%20United.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Newcastle%20United.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Newcastle%20United.png
3459,9825,1.0,Arsenal,ARS,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Arsenal.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Arsenal.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Arsenal.png
3460,8659,109.0,West Bromwich Albion,WBA,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/West%20Bromwich%20Albion.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/West%20Bromwich%20Albion.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/West%20Bromwich%20Albion.png
3461,8472,106.0,Sunderland,SUN,https://upload.wikimedia.org/wikipedia/en/7/77/Logo_Sunderland.svg,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Sunderland.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Sunderland.png
3462,8650,9.0,Liverpool,LIV,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Liverpool%20FC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Liverpool%20FC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Liverpool%20FC.png
3463,8654,19.0,West Ham United,WHU,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/West%20Ham%20United.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/West%20Ham%20United.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/West%20Ham%20United.png
3464,8528,1917.0,Wigan Athletic,WIG,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Wigan%20Athletic.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Wigan%20Athletic.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Wigan%20Athletic.png
3465,10252,2.0,Aston Villa,AVL,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Aston%20Villa.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Aston%20Villa.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Aston%20Villa.png
3466,8456,10.0,Manchester City,MCI,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Manchester%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Manchester%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Manchester%20City.png
3467,8668,7.0,Everton,EVE,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Everton%20FC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Everton%20FC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Everton%20FC.png
3468,8655,3.0,Blackburn Rovers,BLB,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Blackburn%20Rovers.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Blackburn%20Rovers.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Blackburn%20Rovers.png
3469,8549,12.0,Middlesbrough,MID,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Middlesbrough.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Middlesbrough.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Middlesbrough.png
3470,8586,18.0,Tottenham Hotspur,TOT,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Tottenham%20Hotspur.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Tottenham%20Hotspur.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Tottenham%20Hotspur.png
3471,8559,4.0,Bolton Wanderers,BOL,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Bolton%20Wanderers.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Bolton%20Wanderers.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Bolton%20Wanderers.png
3472,10194,1806.0,Stoke City,STK,https://upload.wikimedia.org/wikipedia/fr/e/e6/Logo_Stoke_City_FC_2024.svg,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Stoke%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Stoke%20City.png
3473,8667,1952.0,Hull City,HUL,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Hull%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Hull%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Hull%20City.png
3474,9879,144.0,Fulham,FUL,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Fulham%20FC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Fulham%20FC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Fulham%20FC.png
3475,8455,5.0,Chelsea,CHE,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Chelsea.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Chelsea.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Chelsea.png
3476,8462,1790.0,Portsmouth,POR,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Portsmouth.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Portsmouth.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Portsmouth.png
4218,8658,88.0,Birmingham City,BIR,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Birmingham%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Birmingham%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Birmingham%20City.png
4225,8602,110.0,Wolverhampton Wanderers,WOL,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Wolverhampton%20Wanderers.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Wolverhampton%20Wanderers.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Wolverhampton%20Wanderers.png
4234,8191,1796.0,Burnley,BUR,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Burnley.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Burnley.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Burnley.png
4996,8483,1926.0,Blackpool,BLA,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Blackpool.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Blackpool.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Blackpool.png
5744,10003,1960.0,Swansea City,SWA,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Swansea%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Swansea%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Swansea%20City.png
5747,10172,15.0,Queens Park Rangers,QPR,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Queens%20Park%20Rangers.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Queens%20Park%20Rangers.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Queens%20Park%20Rangers.png
5756,9850,1792.0,Norwich City,NOR,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Norwich%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Norwich%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Norwich%20City.png
6504,8466,17.0,Southampton,SOU,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Southampton.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Southampton.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Southampton.png
6509,9798,1793.0,Reading,REA,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Reading.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Reading.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Reading.png
7261,9826,1799.0,Crystal Palace,CRY,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Crystal%20Palace.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Crystal%20Palace.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Crystal%20Palace.png
7276,8344,1961.0,Cardiff City,CAR,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Cardiff%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Cardiff%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Cardiff%20City.png
8021,8197,95.0,Leicester City,LEI,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Leicester%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Leicester%20City.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Leicester%20City.png
8779,8678,1943.0,Bournemouth,BOU,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Bournemouth.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Bournemouth.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Bournemouth.png
8784,9817,1795.0,Watford,WAT,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/GB1/Watford%20FC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/GB1/Watford%20FC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/GB1/Watford%20FC.png
9537,8583,57.0,AJ Auxerre,AUX,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/AJ%20Auxerre.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/AJ%20Auxerre.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/AJ%20Auxerre.png
9538,9830,71.0,FC Nantes,NAN,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/FC%20Nantes.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/FC%20Nantes.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/FC%20Nantes.png
9539,9827,59.0,Girondins de Bordeaux,BOR,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/G.%20Bordeaux.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/G.%20Bordeaux.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/G.%20Bordeaux.png
9540,7819,210.0,SM Caen,CAE,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/SM%20Caen.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/SM%20Caen.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/SM%20Caen.png
9541,9746,1738.0,Le Havre AC,LEH,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/Le%20Havre%20AC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/Le%20Havre%20AC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/Le%20Havre%20AC.png
9542,9831,72.0,OGC Nice,NIC,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/OGC%20Nice.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/OGC%20Nice.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/OGC%20Nice.png
9543,8682,1739.0,Le Mans FC,LEM,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/Le%20Mans%20FC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/Le%20Mans%20FC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/Le%20Mans%20FC.png
9544,8689,217.0,FC Lorient,LOR,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/FC%20Lorient.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/FC%20Lorient.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/FC%20Lorient.png
9545,9748,66.0,Olympique Lyonnais,LYO,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/Olympique%20Lyon.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/Olympique%20Lyon.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/Olympique%20Lyon.png
9546,9941,1809.0,Toulouse FC,TOU,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/FC%20Toulouse.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/FC%20Toulouse.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/FC%20Toulouse.png
9547,9829,69.0,AS Monaco,MON,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/AS%20Monaco.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/AS%20Monaco.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/AS%20Monaco.png
9548,9847,73.0,Paris Saint-Germain,PSG,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/Paris%20Saint-Germain.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/Paris%20Saint-Germain.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/Paris%20Saint-Germain.png
9549,8481,1823.0,AS Nancy-Lorraine,NAN,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/AS%20Nancy-Lorraine.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/AS%20Nancy-Lorraine.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/AS%20Nancy-Lorraine.png
9550,8639,65.0,LOSC Lille,LIL,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/LOSC%20Lille.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/LOSC%20Lille.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/LOSC%20Lille.png
9551,9851,74.0,Stade Rennais FC,REN,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/Stade%20Rennais%20FC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/Stade%20Rennais%20FC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/Stade%20Rennais%20FC.png
9552,8592,219.0,Olympique de Marseille,MAR,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/Olympique%20Marseille.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/Olympique%20Marseille.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/Olympique%20Marseille.png
9553,9874,226.0,FC Sochaux-Montbéliard,SOC,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/FC%20Sochaux-Montb%C3%A9liard.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/FC%20Sochaux-Montb%C3%A9liard.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/FC%20Sochaux-Montb%C3%A9liard.png
9554,9855,1805.0,Grenoble Foot 38,GRE,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/Grenoble%20Foot%2038.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/Grenoble%20Foot%2038.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/Grenoble%20Foot%2038.png
9555,9873,110456.0,Valenciennes FC,VAL,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/Valenciennes%20FC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/Valenciennes%20FC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/Valenciennes%20FC.png
9556,9853,1819.0,AS Saint-Étienne,ETI,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/AS%20Saint-%C3%89tienne.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/AS%20Saint-%C3%89tienne.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/AS%20Saint-%C3%89tienne.png
10300,8588,64.0,RC Lens,LEN,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/RC%20Lens.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/RC%20Lens.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/RC%20Lens.png
10309,10249,70.0,Montpellier Hérault SC,MON,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2021-22/FR1/Montpellier%20H%C3%A9rault%20SC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/2022-23/FR1/Montpellier%20H%C3%A9rault%20SC.png,https://raw.githubusercontent.com/luukhopman/football-logos/master/logos/FR1/Montpellier%20H%C3%A9rault%20SC.png
